1738528020	0,000	unknown
1738528194	0,000	unknown
1738557199	0,000	unknown
1738560295	0,000	unknown
1738563256	7867,000	charging
1738563286	7073,000	charging
1738563316	5160,000	charging
1738563346	4214,000	charging
1738563376	3780,000	charging
1738563406	3154,000	charging
1738563436	2947,000	charging
1738563466	2587,000	charging
1738563496	2387,000	charging
1738563526	2137,000	charging
1738563556	2108,000	charging
1738563586	2129,000	charging
1738563616	2139,000	charging
1738563646	2143,000	charging
1738563676	2147,000	charging
1738563766	2148,000	charging
1738563796	2146,000	charging
1738563856	2147,000	charging
1738563886	2145,000	charging
1738563916	2151,000	charging
1738563946	2144,000	charging
1738563976	2142,000	charging
1738564006	2143,000	charging
1738564036	2144,000	charging
1738564066	2141,000	charging
1738564096	2140,000	charging
1738564126	2144,000	charging
1738564157	2146,000	charging
1738564187	2141,000	charging
1738564217	2143,000	charging
1738564247	2142,000	charging
1738564278	2141,000	charging
1738564308	2142,000	charging
1738564338	2141,000	charging
1738564368	2140,000	charging
1738564398	2139,000	charging
1738564428	2136,000	charging
1738564458	2134,000	charging
1738564488	2128,000	charging
1738564518	2129,000	charging
1738564537	2126,000	charging
1738564567	2125,000	charging
1738564597	2123,000	charging
1738564627	2120,000	charging
1738564657	2124,000	charging
1738564717	2117,000	charging
1738564747	2119,000	charging
1738564777	2113,000	charging
1738564807	2110,000	charging
1738564837	2107,000	charging
1738564867	2109,000	charging
1738564898	2107,000	charging
1738564928	2104,000	charging
1738564958	2102,000	charging
1738564988	2103,000	charging
1738565018	2102,000	charging
1738565048	2091,000	charging
1738565049	0,000	charging
1738565078	3301,000	charging
1738565108	3038,000	charging
1738565138	2155,000	charging
1738565168	2071,000	charging
1738565198	3678,000	charging
1738565228	2707,000	charging
1738565258	2192,000	charging
1738565288	2018,000	charging
1738565318	2047,000	charging
1738565348	2054,000	charging
1738565378	2056,000	charging
1738565408	2059,000	charging
1738565438	2857,000	charging
1738565468	2190,000	charging
1738565498	2032,000	charging
1738565528	2033,000	charging
1738565558	2034,000	charging
1738565588	2037,000	charging
1738565618	2045,000	charging
1738565648	2064,000	charging
1738565678	2079,000	charging
1738565708	2038,000	charging
1738565738	2042,000	charging
1738565768	2037,000	charging
1738565798	2048,000	charging
1738565828	2036,000	charging
1738565858	2025,000	charging
1738565888	2020,000	charging
1738565919	2016,000	charging
1738565949	2012,000	charging
1738565979	2022,000	charging
1738566009	2038,000	charging
1738566039	2010,000	charging
1738566069	2003,000	charging
1738566099	2012,000	charging
1738566129	2018,000	charging
1738566159	2012,000	charging
1738566189	1997,000	charging
1738566249	1986,000	charging
1738566279	1983,000	charging
